temperature_spring,temperature_summer,temperature_inFall,temperature_winter,precipitation_spring,precipitation_summer,precipitation_inFall,precipitation_winter,relative_humidity_spring,relative_humidity_summer,relative_humidity_inFall,relative_humidity_winter,primary_forest_areas,primary_non.forest_areas,secondary_forest_areas,secondary_non.forest_areas,croplands_all_categories,managed_pasture_and_rangeland,human_pop_density_log10
0.727202590577613,1.13200484117508,0.738394932424979,1.35115891633746,12.7537517950765,4.02911890897953,0.881096871864469,3.24666571587174,0.236532168695236,1.47135157933254,8.24351229853699,48.7155744736122,0.0714297464075649,3.08228901015206,0.647540672532654,0.655018846617076,1.10228369379698,6.41957156352182,4.49550137448751
0.501327727975196,1.40619410727151,1.7957330773679,3.2851885758795,11.2767324262061,3.97020564123317,3.43751887477519,1.10247537872268,0.0346953466043161,0.181622150157238,0.202800894894569,63.6271983574156,0.262150154766012,0.136508433455226,0.399698141953347,0.0639736269760508,1.01718236434666,4.90548693892644,2.39330778107326
0.561116160692485,0.758332643174573,1.23804839156526,1.49806656970694,13.1068235883067,4.29504733988472,1.45795268343333,2.07030073284759,0.779979973729443,0.417449969187458,11.9394293190888,51.3616501967705,0.0319804062034618,1.92771618132478,0.258763417776083,0.0589440816245903,0.978042504657743,3.92444202135649,3.33591381866905
0.586946684576514,1.09176021095234,1.99820261305545,0.620596787870099,11.1224527909501,4.24976981923771,0.813109902265141,0.408586981894596,1.05694817297778,1.38045909333366,6.05161551366292,57.041058960846,2.21156440509415,1.3126053494938,0.960865117642599,0.776532931630816,1.36635424027103,3.66235193867026,3.28821848557502
1.05674574494044,0.201097949623702,0.484388215217678,1.49465384200409,11.4955740826158,1.48333247418264,1.303026195586,1.17927590573625,0.92722026498716,0.487175984155251,1.44846142296366,60.7775435278726,0.148265231472481,3.26509790041964,1.31307189403393,0.189684139459059,1.68851945130155,5.02191135455376,6.0349544188743
1.57532165604679,0.880983565259502,1.15763073119073,0.922454583689025,15.0213515676257,3.84254077478493,1.29920392622453,1.12797109024758,1.3291986825813,1.14986631027428,2.04548602234644,59.7109317631145,0.507541563308467,1.33397251965843,0.102996088121629,0.199754976608602,1.51497842641268,1.4455787344405,4.83223701806443
1.5613563700621,0.317558470167661,3.92670473356626,0.385145970871047,13.9982237418024,3.91349880417811,0.351952439582419,0.70239801286129,1.72066348483623,0.312948798783558,0.71227660576848,59.3239738620119,0.0248850013957349,1.06795233505636,1.59892063005857,0.0258785785839992,1.21312992186909,4.22665667984243,4.61587555870238
0.519712058346971,0.273850020913121,0.416615444406792,0.550708192010015,15.2665047764509,3.10568588876313,1.35543801893353,0.885356737193655,1.3035277613495,0.6338364968357,9.33068413795938,54.6924983057391,0.919540984749987,0.680812393414073,0.210287392046432,0.19698822458121,0.425394634889625,5.21764713138419,4.0149114000327
0.470154571791533,0.603167597904784,2.5873325364501,2.62769032271763,13.2964723871996,3.78073244698521,1.70994341931039,0.198461235102654,2.51592888541145,2.26935215794508,5.51938774689151,57.4534272818897,0.58391909325124,0.0948115999303467,0.583097159418229,0.0877883163932692,1.71477576609927,3.38043888620361,0.523118589104401
1.43242683302211,0.58785356627794,3.51212083674734,0.378269250475868,12.3361189002742,4.35348518202356,1.50457196755968,0.583646190858952,0.719669138850184,1.13256888556694,0.765183559308528,61.6171525977946,0.0690934906589426,0.89985256836753,0.784819230656679,0.216122205814631,0.430154101997811,5.69832147650503,2.97857001723948
1.19430186062565,0.472144433024894,1.80226771237508,0.864352865526766,13.7641509554305,1.40915873006032,2.13641512555367,1.93579458193128,1.67796559238427,0.922541394803194,1.67240987527742,61.1584469021753,0.226617107523843,1.67329109062099,1.56179876704327,0.211401550270766,0.550399355583737,4.60521193691193,2.16133016287719
