longitude,latitude
3.51732491914183,43.615899297744
11.1484401170164,42.559126829356
-0.0984504100680351,39.2909540428221
9.42043403722346,39.3821572574228
11.8135836582258,47.5851948275045
18.7459384086728,42.7925010989606
-4.70331706214696,41.9640733188391
16.451314952895,39.0659689127654
7.56213789027184,45.4761965163425
1.02253509864211,43.3076729816198
-0.0180162839964032,39.8980681181699
9.32130080148578,41.9722775534913
-3.82302870310843,40.8818688637391
9.8757262063399,45.5863925315067
-1.20733480159193,49.3204240879416
0.291842862293124,49.3141850493848
16.161207610406,43.751296412535
-1.98058385591954,41.429100398384
17.3438278590515,43.3796187997237
15.9017246476561,38.0433529674634
-1.26327972915024,41.2953978276998
10.4338674748316,46.832611434944
9.39804863035679,46.8510629511252
6.56876422036439,43.8704195027426
14.2836285251006,37.1916109948605
-0.649827186763287,49.4088982287422
0.788816656507552,43.9180195228383
-7.86877456497401,39.3280134277418
-0.85088496029377,40.7128515383601
0.108495522215962,40.0913479233906
-9.26704993400723,38.5150100592151
8.68102202583104,41.6090107519925
-4.14867781057954,38.4621363936737
5.67778509374708,44.1506801006198
6.16610599216074,43.3455938532949
-6.36437667995691,41.5332639250904
13.5414483404532,41.1400421300903
-3.51959924988449,48.2227148587629
12.3101798052341,42.2176384470612
-5.26046484321356,37.4154647126049
-0.0452949753031135,42.1853857667744
2.9258497723937,42.0813042951748
19.4836408325657,42.053877916187
20.3778724709898,39.5899310220033
-5.94154350675642,39.7404956907034
10.5515882918239,43.1779953648523
-8.30088367324323,37.406139819622
5.51675640862435,44.7933275580779
13.3835329523683,41.1562370130792
-3.40494356781244,48.8651631715894
12.9371171474084,41.9132152045891
9.38324192006141,45.9688964362443
-4.467108005099,48.3476901327446
18.2534767355397,42.7264983242378
-1.88240504346788,38.0322173112631
-0.742711805216968,45.6547376774624
-0.673213958367705,40.1059727511928
-1.29323038086295,44.3392789106816
-4.97989714983851,38.2370241704956
13.8280519724265,48.5963362061977
8.75808707218617,45.7988921530545
2.02907560475171,42.214711863324
8.92295510347933,39.2485549440235
7.80764871377498,45.797823195532
2.78396280199289,41.5882200583071
1.71193020727485,43.0615037999675
-3.03332271140069,40.4594989546388
5.44262445531785,46.6436573990434
0.529572471119463,43.2978098249435
-4.97382593654096,39.7562183088809
12.5573963386193,37.95556940265
14.2090924545005,42.0285199516267
14.6049513054267,46.6441845096648
-2.915057461299,37.8222315428779
-4.10436790328473,42.8951181756333
8.9848580352217,39.5846661474556
16.6887931402773,39.4239247328788
-1.65162504341453,40.3265491748601
7.84078970100731,46.8511499000713
-1.33721302121878,40.7372566974536
11.8755737138167,45.8075284409523
15.344891262725,44.4326909859851
-4.21449787948281,38.8716914940998
-5.76362497281283,39.3451358192787
13.4811208360642,49.1714002494141
-3.1463264028728,39.5384575384855
-0.352338530048728,49.1228047283366
-8.72089245587587,37.3965055452287
19.0738322576508,42.6844554581121
10.7993205507845,47.3723403462768
2.7169526675716,42.655195585303
21.2796929345652,41.2300302018598
12.0612078721821,44.6220158798248
2.7960361848399,43.1681087845564
9.53472794808447,45.277404746078
13.6035072793066,46.7567393615097
17.0470834491402,40.9592854933813
20.983593810536,39.3239898871258
20.5637845220789,41.8484483552352
-9.19810172341764,39.1510727728903
17.9276733721048,49.204182193242
12.5691304409131,42.7402593013644
-8.57499875884503,39.987956272848
-2.64266300916672,47.8556418707222
15.2103151113167,37.641278264448
0.325292419344187,43.9295418456197
13.480009021312,43.0519929678738
-2.93332267828286,36.7951499639824
11.9166685406491,43.941904935874
-1.77441058408469,41.8172132275999
12.1239968242869,47.6653880589083
13.646497393921,45.9536622103304
-2.16310031667352,37.7942247813568
18.59109288387,44.2555350923538
9.52179558176547,46.777282580398
-8.40193093277514,39.5314229424298
-1.71913148529828,37.8961133265868
8.06669853542,45.8290768110752
-1.80589194275439,46.7216263791174
16.1885250081122,38.5257905827835
14.961633461155,36.8079581958801
-1.15980360340327,43.9457913607359
6.24291237656027,45.4127442353964
-1.84266474381089,40.5621538354456
-2.57348052885383,42.6319743949547
-0.149012069813907,40.3373626228794
-2.36307689275593,42.1224143141508
9.30584152583033,42.4274981165677
4.04944123625755,43.5927031225711
6.47540715485811,43.6500867262483
9.68990646902472,47.7975070343912
7.31438683655113,46.4493852066621
10.3175854565203,45.3347530569136
7.45703679203987,45.1247121451795
-5.44971750531346,36.7831107867882
12.1140984104201,45.8050557040796
13.3484985819459,43.6508072591201
5.01357900314033,44.1337777742743
13.6595990239456,37.7605673237145
-7.5599779356271,43.9879125979915
-2.18626858390868,40.7663310483471
-3.21738951269537,48.3853992591053
-0.368506044559181,41.2379101971164
14.8615777378529,37.6670568761602
8.15272058106959,40.8942811623588
9.31058628093451,40.6081637791172
19.9297216197848,49.8100733980909
9.08646203301847,41.3573980911076
8.47516020901501,44.0235956776142
-3.57962262488902,39.1163239622861
